"V1","V2","V3","V4","V5","V6","V7","V8"
0.646902838954702,0.353097161045298,0.394225758267567,0.605774241732433,0.618501814315096,0.381498185684904,0.476891135564074,0.523108864435926
0.136097185546532,0.863902814453468,0.0673843862023205,0.93261561379768,0.129152616951615,0.870847383048385,0.393117929575965,0.606882070424035
0.00258269859477878,0.997417301405221,0.620205954182893,0.379794045817107,0.764414017554373,0.235585982445627,0.743835757952183,0.256164242047817
0.826165695209056,0.173834304790944,0.42272908333689,0.57727091666311,0.40928766480647,0.59071233519353,0.539692613529041,0.460307386470959
0.960722398478538,0.0392776015214622,0.65355733432807,0.34644266567193,0.54671529866755,0.45328470133245,0.266063566086814,0.733936433913186
0.196795599302277,0.803204400697723,0.0778709205333143,0.922129079466686,0.818393328459933,0.181606671540067,0.942404641071334,0.0575953589286655
0.884224479319528,0.115775520680472,0.1658783799503,0.8341216200497,0.35510133812204,0.64489866187796,0.748095017159358,0.251904982840642
0.450950511265546,0.549049488734454,0.555875437567011,0.444124562432989,0.964073087554425,0.035926912445575,0.0714689400047064,0.928531059995294
0.955809065140784,0.0441909348592162,0.947978590615094,0.0520214093849063,0.00118775176815689,0.998812248231843,0.367279277415946,0.632720722584054
0.0110403990838677,0.988959600916132,0.933858055854216,0.0661419441457838,0.523246557451785,0.476753442548215,0.221986761549488,0.778013238450512
0.985161147313192,0.0148388526868075,0.225329884793609,0.774670115206391,0.863937630085275,0.136062369914725,0.884683240903541,0.115316759096459
0.624841086566448,0.375158913433552,0.571553317131475,0.428446682868525,0.470844344701618,0.529155655298382,0.700667308177799,0.299332691822201
0.797935220878571,0.202064779121429,0.165746093029156,0.834253906970844,0.578771093860269,0.421228906139731,0.28827471868135,0.71172528131865
0.902829078026116,0.0971709219738841,0.521413869224489,0.478586130775511,0.825548264430836,0.174451735569164,0.002148651285097,0.997851348714903
0.441395052010193,0.558604947989807,0.224316885927692,0.775683114072308,0.543966609286144,0.456033390713856,0.485812604660168,0.514187395339832
0.208251051604748,0.791748948395252,0.555850862525403,0.444149137474597,0.228528337785974,0.771471662214026,0.424398854840547,0.575601145159453
0.863317254232243,0.136682745767757,0.613719626329839,0.386280373670161,0.992561791557819,0.00743820844218135,0.576843728078529,0.423156271921471
0.651035821065307,0.348964178934693,0.167367111891508,0.832632888108492,0.614331952063367,0.385668047936633,0.884436580119655,0.115563419880345
0.387592908460647,0.612407091539353,0.470298148924485,0.529701851075515,0.530296305892989,0.469703694107011,0.295293436152861,0.704706563847139
0.287637889385223,0.712362110614777,0.0570014086551964,0.942998591344804,0.672630472341552,0.327369527658448,0.71728675859049,0.28271324140951
0.818193245213479,0.181806754786521,0.0977584924548864,0.902241507545114,0.30675848852843,0.69324151147157,0.393865088000894,0.606134911999106
0.381705722305924,0.618294277694076,0.172070938860998,0.827929061139002,0.233908361522481,0.766091638477519,0.362370659364387,0.637629340635613
0.118984793080017,0.881015206919983,0.223685746546835,0.776314253453165,0.599894754588604,0.400105245411396,0.771230658749118,0.228769341250882
0.355426288209856,0.644573711790144,0.797221783781424,0.202778216218576,0.508847639430314,0.491152360569686,0.183396280743182,0.816603719256818
0.745387247297913,0.254612752702087,0.156881164992228,0.843118835007772,0.687506095971912,0.312493904028088,0.428441592259333,0.571558407740667
0.425128739560023,0.574871260439977,0.266087990021333,0.733912009978667,0.726199720753357,0.273800279246643,0.93059515976347,0.0694048402365297
0.250231939135119,0.749768060864881,0.163165960926563,0.836834039073437,0.682980705518275,0.317019294481725,0.785995127167553,0.214004872832447
0.547264565480873,0.452735434519127,0.841938693774864,0.158061306225136,0.548244103323668,0.451755896676332,0.0288185945246369,0.971181405475363
0.426204030634835,0.573795969365165,0.926769562298432,0.073230437701568,0.0920442685019225,0.907955731498078,0.402942812535912,0.597057187464088
0.285383263137192,0.714616736862808,0.465514644980431,0.534485355019569,0.718649382004514,0.281350617995486,0.518330075545236,0.481669924454764
0.971871356246993,0.0281286437530071,0.248111669672653,0.751888330327347,0.59899901621975,0.40100098378025,0.836661290610209,0.163338709389791
0.0549864328932017,0.945013567106798,0.89727322361432,0.10272677638568,0.999316743109375,0.000683256890624762,0.683804058004171,0.316195941995829
0.830270656384528,0.169729343615472,0.607848247047514,0.392151752952486,0.643803681014106,0.356196318985894,0.517052474664524,0.482947525335476
0.821975306607783,0.178024693392217,0.368747171713039,0.631252828286961,0.41858241148293,0.58141758851707,0.22355963406153,0.77644036593847
0.537034990498796,0.462965009501204,0.50060215848498,0.49939784151502,0.566811493830755,0.433188506169245,0.02875447855331,0.97124552144669
0.78693722630851,0.21306277369149,0.587434788467363,0.412565211532637,0.950118697946891,0.0498813020531088,0.936078040162101,0.0639219598378986
0.0429964964278042,0.957003503572196,0.630076996516436,0.369923003483564,0.37511234707199,0.62488765292801,0.681610644096509,0.318389355903491
0.182960596401244,0.817039403598756,0.0653756870888174,0.934624312911183,0.24071863014251,0.75928136985749,0.575252129463479,0.424747870536521
0.0376937580294907,0.962306241970509,0.882790053263307,0.117209946736693,0.23506880691275,0.76493119308725,0.204844669438899,0.795155330561101
0.518406329676509,0.481593670323491,0.85822603199631,0.14177396800369,0.596252152230591,0.403747847769409,0.681025948375463,0.318974051624537
0.735106540843844,0.264893459156156,0.125625466462225,0.874374533537775,0.49017162178643,0.50982837821357,0.463320734677836,0.536679265322164
0.989670340204611,0.0103296597953886,0.900229510385543,0.0997704896144569,0.570328381611034,0.429671618388966,0.441398995229974,0.558601004770026
0.152819702634588,0.847180297365412,0.606699548661709,0.393300451338291,0.98853747267276,0.0114625273272395,0.602113064145669,0.397886935854331
0.0294421194121242,0.970557880587876,0.204868622357026,0.795131377642974,0.863011900801212,0.136988099198788,0.0743773865979165,0.925622613402084
0.967566025676206,0.0324339743237942,0.0988874810282141,0.901112518971786,0.698827990563586,0.301172009436414,0.720890906406567,0.279109093593433
0.0626425941009074,0.937357405899093,0.878500311635435,0.121499688364565,0.0262284548953176,0.973771545104682,0.835811140714213,0.164188859285787
0.686841263435781,0.313158736564219,0.516751029528677,0.483248970471323,0.893477619625628,0.106522380374372,0.215979794040322,0.784020205959678
0.413997631054372,0.586002368945628,0.641341988462955,0.358658011537045,0.21781519940123,0.78218480059877,0.94372960855253,0.0562703914474696
0.636408232850954,0.363591767149046,0.375458995811641,0.624541004188359,0.752293338533491,0.247706661466509,0.173623502254486,0.826376497745514
0.297549547394738,0.702450452605262,0.0163562619127333,0.983643738087267,0.249078184599057,0.750921815400943,0.161448397440836,0.838551602559164
0.0419238854665309,0.958076114533469,0.689401645679027,0.310598354320973,0.160779075697064,0.839220924302936,0.518136693630368,0.481863306369632
0.279103917069733,0.720896082930267,0.214717623544857,0.785282376455143,0.649333528010175,0.350666471989825,0.562537955585867,0.437462044414133
0.772367070196196,0.227632929803804,0.97011926677078,0.0298807332292199,0.176594641525298,0.823405358474702,0.0380896234419197,0.96191037655808
0.367615163326263,0.632384836673737,0.708214636426419,0.291785363573581,0.938840650720522,0.0611593492794782,0.833405485609546,0.166594514390454
0.605076339095831,0.394923660904169,0.416284556733444,0.583715443266556,0.617733650375158,0.382266349624842,0.98855693009682,0.01144306990318
0.373422586359084,0.626577413640916,0.844633347121999,0.155366652878001,0.924405946396291,0.0755940536037087,0.185599218355492,0.814400781644508
0.842918980401009,0.157081019598991,0.898821736685932,0.101178263314068,0.042769540566951,0.957230459433049,0.554067952325568,0.445932047674432
0.617499628802761,0.382500371197239,0.761270644143224,0.238729355856776,0.204763681860641,0.795236318139359,0.836306267650798,0.163693732349202
0.115149338264018,0.884850661735982,0.605146511690691,0.394853488309309,0.100909358356148,0.899090641643852,0.225104579003528,0.774895420996472
0.450983041198924,0.549016958801076,0.903535904828459,0.096464095171541,0.984842200996354,0.0151577990036458,0.24528823280707,0.75471176719293
0.377412737580016,0.622587262419984,0.32032469031401,0.67967530968599,0.643354292260483,0.356645707739517,0.284937042510137,0.715062957489863
0.897857779404148,0.102142220595852,0.232475151773542,0.767524848226458,0.0117608234286308,0.988239176571369,0.228815810056403,0.771184189943597
0.0985513874329627,0.901448612567037,0.336291173007339,0.663708826992661,0.574516964145005,0.425483035854995,0.996752852806821,0.00324714719317853
0.773867069045082,0.226132930954918,0.632822587853298,0.367177412146702,0.962843492394313,0.0371565076056868,0.646092760842294,0.353907239157706
0.934257502667606,0.0657424973323941,0.42839344847016,0.57160655152984,0.170254068216309,0.829745931783691,0.739143073558807,0.260856926441193
0.5411862723995,0.4588137276005,0.267747920705006,0.732252079294994,0.272403316106647,0.727596683893353,0.718899705214426,0.281100294785574
0.461124713532627,0.538875286467373,0.424239581683651,0.575760418316349,0.450876136077568,0.549123863922432,0.089496192522347,0.910503807477653
0.148085562745109,0.851914437254891,0.0621878281235695,0.937812171876431,0.470158941810951,0.529841058189049,0.413460688432679,0.586539311567321
